"Taxon","ProbabilityOfBdInhibition"
"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_3;_1",0.4996
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;_19",0.4976
"Bacteria;Planctomycetota;BD7-11;_3",0.5028
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_18",0.499
"Bacteria;Acidobacteriota;Blastocatellia;DS-100;_1",0.498
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_139",0.5106
"Bacteria;Proteobacteria;Alphaproteobacteria;_28",0.499
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;_15",0.4998
"Bacteria;Chloroflexi;Anaerolineae;ADurb.Bin180;_5",0.4986
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;_3",0.517
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;_13",0.5082
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Xiphinematobacteraceae;Candidatus_Xiphinematobacter;_8",0.493
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_19",0.4988
"Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;_10",0.491
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;_5",0.4998
"Bacteria;Acidobacteriota;Blastocatellia;11-24;_4",0.504
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_192",0.51
"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_24",0.5146
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;_1",0.4946
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_90",0.5094
"Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;_3",0.5028
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus_Nostocoida;_8",0.5046
"Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;_7",0.5074
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_62",0.5086
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;SWB02;_2",0.4972
"Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;_5",0.4812
"Bacteria;Proteobacteria;Alphaproteobacteria;_29",0.5004
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_35",0.5074
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_63",0.4972
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;_4",0.4898
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter;_3",0.507
"Bacteria;Planctomycetota;vadinHA49;_2",0.4998
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_30",0.4982
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_52",0.5074
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_53",0.4956
"Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus_Competibacter;_3",0.5
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;_5",0.5008
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;_10",0.5024
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_43",0.4916
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;_1",0.5084
"Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;_1",0.5028
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;_7",0.5004
"Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;_11",0.4968
"Bacteria;Chloroflexi;_18",0.51
"Bacteria;Chloroflexi;JG30-KF-CM66;_11",0.4932
"Bacteria;Desulfobacterota;_27",0.497
"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexales_fa;Oligoflexus;_2",0.4978
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Propionivibrio;_3",0.5002
"Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;JSC-12;_7",0.5052
"Bacteria;Chloroflexi;Anaerolineae;_16",0.509
"Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus_Solibacter;_6",0.4962
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;_20",0.5048
"Bacteria;_77",0.5096
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;alphaI_cluster;_9",0.5074
"Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;_15",0.488
"Bacteria;Elusimicrobiota;Elusimicrobia;Lineage_IV;_4",0.4988
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc_PCC-73102;_2",0.5048
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_35",0.5
"Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae;Sumerlaea;_3",0.502
"Bacteria;Latescibacterota;_56",0.4912
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_41",0.4952
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir1_lineage;_15",0.5038
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;_11",0.5102
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_59",0.4952
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;_13",0.5034
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;_29",0.5042
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;_22",0.5002
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;_10",0.5068
"Bacteria;WOR-1;_11",0.5062
"Bacteria;Planctomycetota;OM190;_2",0.4984
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_54",0.4864
"Bacteria;Patescibacteria;Parcubacteria;_34",0.486
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_39",0.5006
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_27",0.4858
"Bacteria;Chloroflexi;_19",0.4992
"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;_9",0.509
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_44",0.503
"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B122;_5",0.5032
"Bacteria;Myxococcota;Polyangia;Polyangiales;_2",0.5244
"Bacteria;Actinobacteriota;Actinobacteria;_3",0.4942
"Bacteria;Actinobacteriota;Acidimicrobiia;_14",0.502
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax;_5",0.5028
"Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;_2",0.4884
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_193",0.5036
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_64",0.5018
"Bacteria;Latescibacterota;_57",0.5042
"Bacteria;WPS-2;_8",0.4922
"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_11;_2",0.4968
"Bacteria;Actinobacteriota;MB-A2-108;_19",0.5008
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_39",0.502
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;_34",0.4824
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;_3",0.5094
"Bacteria;Proteobacteria;Alphaproteobacteria;Dongiales;Dongiaceae;Dongia;_1",0.5076
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter;_3",0.5058
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_25",0.4972
"Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;_2",0.5028
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;_10",0.5178
"Bacteria;Methylomirabilota;Methylomirabilia;Methylomirabilales;Methylomirabilaceae;Sh765B-TzT-35;_15",0.5008
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylomonas;_7",0.4926
"Bacteria;Proteobacteria;Alphaproteobacteria;_30",0.4942
"Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;_25",0.4968
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_194",0.505
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Bauldia;_4",0.5054
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;_23",0.5028
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;_20",0.4944
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_77",0.506
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tabrizicola;_4",0.5038
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_65",0.5018
"Bacteria;_78",0.5108
"Bacteria;Acidobacteriota;Subgroup_18;_60",0.4992
"Bacteria;Planctomycetota;Phycisphaerae;DG-20;_5",0.5088
"Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;_24",0.4956
"Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_11",0.4988
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;_7",0.4868
"Bacteria;Sva0485;_54",0.4906
"Bacteria;Myxococcota;Polyangia;mle1-27;_2",0.4986
"Bacteria;Chloroflexi;Dehalococcoidia;GIF9;_16",0.5022
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_26",0.5078
"Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;_34",0.499
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;T34;_4",0.5004
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_45",0.4948
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus;_4",0.4958
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_12",0.5038
"Bacteria;Chloroflexi;KD4-96;_70",0.4948
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;_7",0.5006
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_66",0.4952
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_55",0.517
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_56",0.4956
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;_4",0.4948
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_27",0.5048
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_8",0.486
"Bacteria;_79",0.504
"Bacteria;Chloroflexi;KD4-96;_71",0.502
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;T34;_5",0.5076
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;_4",0.5004
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;_9",0.513
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_67",0.5082
"Bacteria;_80",0.5012
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_31",0.4986
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;_5",0.5004
"Bacteria;_81",0.5008
"Bacteria;Patescibacteria;Parcubacteria;_35",0.4972
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;_9",0.5032
"Bacteria;Chloroflexi;JG30-KF-CM66;_12",0.4882
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_52",0.4922
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Campbellbacteria;_8",0.4934
"Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;_2",0.5112
"Bacteria;WOR-1;_12",0.4948
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;_16",0.5024
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Candidatus_Methylospira;_6",0.4896
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;_1",0.5072
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;_12",0.4982
"Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;_1",0.4998
"Bacteria;Acidobacteriota;Holophagae;Subgroup_7;_28",0.4924
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae;_1",0.5026
"Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;_8",0.4978
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;_4",0.5024
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;_8",0.4938
"Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;_6",0.4972
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_BD2-2;_6",0.513
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_195",0.4992
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_40",0.5014
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;_20",0.4996
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_28",0.494
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6;_7",0.5026
"Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus_Competibacter;_4",0.5064
"Bacteria;Cyanobacteria;Cyanobacteriia;_5",0.505
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;_1",0.512
"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Ammoniphilus;_1",0.5004
"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;AKAU3564_sediment_group;_15",0.4986
"Bacteria;Latescibacterota;_58",0.4972
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;_11",0.5044
"Bacteria;Proteobacteria;Alphaproteobacteria;_31",0.5074
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;_21",0.4988
"Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_12",0.5014
"Bacteria;Patescibacteria;Gracilibacteria;Absconditabacteriales_(SR1);_4",0.498
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_28",0.4942
"Bacteria;_82",0.5086
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_41",0.5016
"Bacteria;_83",0.5
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_37",0.4968
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;_6",0.4976
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_78",0.4894
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_13",0.498
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;_22",0.4966
"Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;HAVOmat113;_1",0.5034
"Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;_6",0.5066
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;lithotrophicus;_1",0.4806
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;_5",0.496
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;_5",0.5004
"Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;_2",0.5022
"Bacteria;Chloroflexi;AD3;_7",0.4912
"Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;_25",0.4844
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_42",0.4992
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;_10",0.498
"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;_1",0.508
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_68",0.5
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;_1",0.4974
"Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;_8",0.4972
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_60",0.5118
"Bacteria;Armatimonadota;_9",0.4966
"Bacteria;_84",0.494
"Bacteria;Myxococcota;Myxococcia;Myxococcales;_1",0.5058
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_31",0.4982
"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;_10",0.5016
"Bacteria;Caldisericota;Caldisericia;Caldisericales;TTA-B15;_2",0.5024
"Bacteria;WS4;_2",0.4982
"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;_8",0.489
"Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae;BD1-7_clade;_2",0.5106
"Bacteria;_85",0.4896
"Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;_12",0.4956
"Bacteria;WS1;_5",0.5014
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_36",0.514
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Campbellbacteria;_9",0.51
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_46",0.5064
"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_12;akagii;_1",0.507
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_69",0.501
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_20",0.4926
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;_23",0.4958
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;_13",0.501
"Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;_7",0.4986
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_61",0.4908
"Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;_12",0.5068
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;_3",0.4962
"Bacteria;_86",0.5032
"Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;_17",0.496
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_143",0.4936
"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;_2",0.4972
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_70",0.4974
"Bacteria;Armatimonadota;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas;_2",0.4956
"Bacteria;Proteobacteria;Alphaproteobacteria;_32",0.507
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;_14",0.496
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_47",0.4946
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_92",0.502
"Bacteria;_87",0.508
"Bacteria;Chloroflexi;_20",0.4952
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;_2",0.5026
"Bacteria;FCPU426;_10",0.5004
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Microcystis_PCC-7914;_3",0.4918
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavisolibacter;_1",0.5016
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;_11",0.4876
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;_12",0.4976
"Bacteria;Proteobacteria;Gammaproteobacteria;_16",0.513
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_98",0.5062
"Bacteria;Nitrospirota;4-29-1;_12",0.5078
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_71",0.5076
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_14",0.4946
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;_11",0.501
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;_5",0.494
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_79",0.4998
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;_3",0.5094
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;_3",0.4916
"Bacteria;Actinobacteriota;Acidimicrobiia;_15",0.5062
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_196",0.5116
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;_12",0.491
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;RBG-16-58-14;_40",0.5138
"Bacteria;WS4;_3",0.5054
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;GWC2-45-44;_7",0.5082
"Bacteria;Patescibacteria;Parcubacteria;_37",0.501
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_48",0.4984
"Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;_1",0.5052
"Bacteria;Patescibacteria;Gracilibacteria;_6",0.4992
"Bacteria;WS1;_6",0.4988
"Bacteria;MBNT15;_20",0.4882
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;_7",0.4874
"Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Aetherobacter;_3",0.5056
"Bacteria;Patescibacteria;Parcubacteria;_38",0.4864
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_9",0.4804
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;_18",0.5
"Bacteria;Cyanobacteria;Cyanobacteriia;Oxyphotobacteria_Incertae_Sedis;Unknown_Family;Phormidium_SAG_37.90;_2",0.4998
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_29",0.5016
"Bacteria;_88",0.4996
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Syntrophaceae;Syntrophus;_25",0.5036
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_93",0.4974
"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_25",0.4872
"Bacteria;Actinobacteriota;Actinobacteria;PeM15;_15",0.5032
"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;_8",0.4956
"Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Aetherobacter;_4",0.4978
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;_13",0.5048
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;_12",0.4994
"Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;_22",0.4908
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_30",0.4994
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir1_lineage;_16",0.5104
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_144",0.4978
"Bacteria;Latescibacterota;_59",0.498
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;_15",0.4894
"Bacteria;Desulfobacterota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;_31",0.4998
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Haliscomenobacter;_1",0.4968
"Bacteria;Chloroflexi;OLB14;_10",0.4942
"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;LWQ8;_6",0.5116
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_23",0.5054
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter;_11",0.5084
"Bacteria;_89",0.5058
"Bacteria;Acidobacteriota;Subgroup_22;_7",0.4928
"Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;_3",0.4986
"Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;_1",0.497
"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;_38",0.5066
"Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;Kineosporia;rhamnosa;_1",0.4914
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_29",0.5106
"Bacteria;WS2;_3",0.4994
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_20",0.5082
"Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;_9",0.4958
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_42",0.4912
